objectid,title,collection,date_created,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,object_transcript
starlacoll009,"Sparkle Iman next to the judge's table for ""Mr. & Miss Black Gay Pride 2003"" at Soakie's",starla_carr_collection,ca. 2003,"Sparkle Iman stands next to the judge's table for the ""Mr. and Miss Black Gay Pride 2003"" at Soakie's.",Sparkle Iman; Mr. & Miss Black Gay Pride; Soakie’s,"Soakie's (Kansas City, MO)",39.09985985,-94.58322563,"starla_carr_collection, {B/qKC}",SparkleIman003,Image;StillImage,image/jpeg,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Gary Carrington, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at nasiranthonymontalvo@gmail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,image,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/SparkleIman003_MissBlackGayPride2003_Soakies_StarlaCarrCollection_BqKC.jpg,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/sparkleiman003_missblackgaypride2003_soakies_starlacarrcollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/sparkleiman003_missblackgaypride2003_soakies_starlacarrcollection_bqkc_th.jpg,
starlacoll010,Sparkle Iman performs at Soakie's,starla_carr_collection,ca.1993-2004,"Sparkle Iman performs at Soakie's wearing a flowy, white maxi dress.",Sparkle Iman; Soakie’s; Performance,"Soakie's (Kansas City, MO)",39.09985985,-94.58322563,"starla_carr_collection, {B/qKC}",SparkleIman004,Image;StillImage,image/jpeg,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Gary Carrington, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at nasiranthonymontalvo@gmail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,image,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/SparkleIman004_Soakies_StarlaCarrCollection_BqKC.jpeg,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/sparkleiman004_soakies_starlacarrcollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/sparkleiman004_soakies_starlacarrcollection_bqkc_th.jpg,
starlacoll011,Sparkle Iman smiles for the audience at Soakie's,starla_carr_collection,ca.1993-2004,Sparkle Iman smiles for the crowd at Soakie's.,Sparkle Iman; Soakie’s,"Soakie's (Kansas City, MO)",39.09985985,-94.58322563,"starla_carr_collection, {B/qKC}",SparkleIman005,Image;StillImage,image/jpeg,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Gary Carrington, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at nasiranthonymontalvo@gmail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,image,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/SparkleIman005_Soakies_StarlaCarrCollection_BqKC.jpeg,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/sparkleiman005_soakies_starlacarrcollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/sparkleiman005_soakies_starlacarrcollection_bqkc_th.jpg,
starlacoll012,Tracy Carrington poses,starla_carr_collection,ca.1993-2004,"Tracy Carrington poses in a black, asymmetrical dress.",Tracy Carrington,"Kansas City, MO",39.09985985,-94.58322563,"starla_carr_collection, {B/qKC}",Tracy001,Image;StillImage,image/jpg,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Gary Carrington, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at nasiranthonymontalvo@gmail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,image,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/Tracy001_Soakies_StarlaCarrCollection_BqKC.jpg,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/tracy001_soakies_starlacarrcollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/tracy001_soakies_starlacarrcollection_bqkc_th.jpg,
starlacoll013,"Tracy Carrington wins the ""Lady"" category at ""Glamour's Lifestyles of Lord and Ladies 2003"" pageant at Soakie's",starla_carr_collection,ca.2003,"Tracy Carrington wins the ""Lady"" category at “Glamour’s Lifestyles of Lord and Ladies 2003” Pageant hosted at Soakie's.",Tracy Carrington; Glamour’s Lifestyles of Lords and Ladies; Soakie’s,"Soakie's (Kansas City, MO)",39.09985985,-94.58322563,"starla_carr_collection, {B/qKC}",Tracy002,Image;StillImage,image/jpeg,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Gary Carrington, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at nasiranthonymontalvo@gmail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,image,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/Tracy002_LordsLadiesPageant_Soakies_StarlaCarrCollection_BqKC.jpg,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/tracy002_lordsladiespageant_soakies_starlacarrcollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/tracy002_lordsladiespageant_soakies_starlacarrcollection_bqkc_th.jpg,
starlacoll014,"Tracy Carrington smiles for a photo at ""Glamour's Lifestyles of Lord and Ladies 2003"" pageant in an outfit sewn by Starla Carr",starla_carr_collection,ca.2003,Tracy Carrington smiles for a photo at “Glamour’s Lifestyles of Lord and Ladies 2003” Pageant. Her purple outfit was sewn by Starla Carr.,Tracy Carrington; Glamour’s Lifestyles of Lords and Ladies; Soakie’s,"Soakie's (Kansas City, MO)",39.09985985,-94.58322563,"starla_carr_collection, {B/qKC}",Tracy003,Image;StillImage,image/jpeg,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Gary Carrington, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at nasiranthonymontalvo@gmail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,image,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/Tracy003_Soakies_StarlaCarrCollection_BqKC.jpg,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/tracy003_soakies_starlacarrcollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/tracy003_soakies_starlacarrcollection_bqkc_th.jpg,
starlacoll015,"Nykizha Iman wins ""Miss Black Gay Pride 2003"" at Soakie's",starla_carr_collection,ca.2003,"Winner of ""Miss Black Gay Pride 2003"", Nykizha Iman, at Soakie's.",Nykizha Iman; Miss Black Gay Pride; Soakie’s,"Soakie's (Kansas City, MO)",39.09985985,-94.58322563,"starla_carr_collection, {B/qKC}",NykizhaIman001,Image;StillImage,image/jpeg,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Gary Carrington, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at nasiranthonymontalvo@gmail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,image,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/NykizhaIman001_MissBlackGayPride2003_Soakies_StarlaCarrCollection_BqKC.jpeg,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/nykizhaiman001_missblackgaypride2003_soakies_starlacarrcollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/nykizhaiman001_missblackgaypride2003_soakies_starlacarrcollection_bqkc_th.jpg,
starlacoll016,"Mohammed Iman and Nykizha Iman win ""Mr. & Miss Black Gay Pride 2003"" at Soakie's",starla_carr_collection,ca.2003,"Mohammed Iman and Nykizha Iman, winners of ""Mr. and Miss Black Gay Pride 2003"", stand beside each other. Both wear crowns and a blue ensemble of clothing.",Mohammed Iman; Nykizha Iman; Mr. & Miss Black Gay Pride,"Soakie's (Kansas City, MO)",39.09985985,-94.58322563,"starla_carr_collection, {B/qKC}",NykizhaIman002,Image;StillImage,image/jpeg,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Gary Carrington, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at nasiranthonymontalvo@gmail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,image,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/NykizhaIman002_MissBlackGayPride2003_Soakies_StarlaCarrCollection_BqKC.jpeg,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/nykizhaiman002_missblackgaypride2003_soakies_starlacarrcollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/nykizhaiman002_missblackgaypride2003_soakies_starlacarrcollection_bqkc_th.jpg,
starlacoll017,Nykizha Iman performs at Soakie's,starla_carr_collection,ca.2003,Nykizha Iman performs in a peach gown next to the judge's table at Soakie's.,Nykizha Iman; Soakie’s; Performance,"Soakie's (Kansas City, MO)",39.09985985,-94.58322563,"starla_carr_collection, {B/qKC}",NykizhaIman003,Image;StillImage,image/jpeg,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Gary Carrington, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at nasiranthonymontalvo@gmail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,image,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/NykizhaIman003_Soakies_StarlaCarrCollection_BqKC.jpeg,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/nykizhaiman003_soakies_starlacarrcollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/nykizhaiman003_soakies_starlacarrcollection_bqkc_th.jpg,
starlacoll018,"Lady Kiesha emcees the ""Glamour's lifestyles of Lord and Ladies 2003"" pageant at Soakie's",starla_carr_collection,ca.2003,"Lady Kiesha, emcee of “Glamour’s Lifestyles of Lord and Ladies 2003"" Pageant, speaks into the mic at Soakie's.",Lady Keisha; Glamour’s Lifestyles of Lords and Ladies; Soakie’s; Pageant,"Soakie's (Kansas City, MO)",39.09985985,-94.58322563,"starla_carr_collection, {B/qKC}",LadyKiesha001,Image;StillImage,image/jpeg,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Gary Carrington, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at nasiranthonymontalvo@gmail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,image,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/LadyKiesha001_LordsLadiesPageant2003_Soakies_StarlaCarrCollection_BqKC.jpeg,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/ladykiesha001_lordsladiespageant2003_soakies_starlacarrcollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/ladykiesha001_lordsladiespageant2003_soakies_starlacarrcollection_bqkc_th.jpg,
starlacoll019,"Bad Ass Yellow Boy wins the ""Lord"" category at ""Glamour's Lifestyles of Lord and Ladies 2003"" pageant at Soakie's",starla_carr_collection,ca.2003,"Bad Ass Yellow Boy wins the ""Lord"" category at “Glamour’s Lifestyles of Lord and Ladies 2003” Pageant in Soakie's.",Bad Ass Yellow Boy; Glamour’s Lifestyles of Lords and Ladies; Soakie’s; Pageant,"Soakie's (Kansas City, MO)",39.09985985,-94.58322563,"starla_carr_collection, {B/qKC}",Kev001,Image;StillImage,image/jpeg,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Gary Carrington, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at nasiranthonymontalvo@gmail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,image,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/Kev001_LordsLadiesPageant2003_Soakies_StarlaCarrCollection_BqKC.jpeg,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/kev001_lordsladiespageant2003_soakies_starlacarrcollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/kev001_lordsladiespageant2003_soakies_starlacarrcollection_bqkc_th.jpg,
starlacoll020,Bad Ass Yellow Boy poses with a burgundy chalice,starla_carr_collection,ca.2003,"Starla Carr’s friend, Bad Ass Yellow Boy, poses in chalk-stripe pants, a white dress shirt with a matching bowler hat, a pastel tie, and studded sunglasses while holding a burgundy chalice engraved ""HERS"".",Bad Ass Yellow Boy,"Kansas City, MO",39.09985985,-94.58322563,"starla_carr_collection, {B/qKC}",Kev002,Image;StillImage,image/jpeg,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Gary Carrington, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at nasiranthonymontalvo@gmail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,image,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/Kev002_LordsLadiesPageant2003_Soakies_StarlaCarrCollection_BqKC.jpeg.jpeg,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/kev002_lordsladiespageant2003_soakies_starlacarrcollection_bqkc.jpeg_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/kev002_lordsladiespageant2003_soakies_starlacarrcollection_bqkc.jpeg_th.jpg,
starlacoll021,Gary Carrington performs – 2,starla_carr_collection,ca.1993-2004,Gary Carrington performs for the guests of Soakie's.,Gary Carrington; Soakie’s; Performance,"Soakie's (Kansas City, MO)",39.09985985,-94.58322563,"starla_carr_collection, {B/qKC}",GaryCarrington001,Image;StillImage,image/jpeg,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Gary Carrington, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at nasiranthonymontalvo@gmail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,image,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/GaryCarrington001_Soakies_StarlaCarrCollection_BqKC.jpg,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/garycarrington001_soakies_starlacarrcollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/garycarrington001_soakies_starlacarrcollection_bqkc_th.jpg,
starlacoll022,"Lord Biskitt Carrington performs in the ""Lord"" category at ""Glamour's Lifestyles of Lord and Ladies 2003"" pageant",starla_carr_collection,ca.2003,"Lord Biskitt Carrington performs in the ""Lord"" category at ""Glamour’s Lifestyles of Lord and Ladies 2003"" Pageant.",Lord Biskitt Carrington; Glamour’s Lifestyles of Lords and Ladies; Soakie’s; Pageant,"Soakie's (Kansas City, MO)",39.09985985,-94.58322563,"starla_carr_collection, {B/qKC}",LordBiskittCarrington001,Image;StillImage,image/jpeg,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Gary Carrington, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at nasiranthonymontalvo@gmail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,image,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/LordBiskittCarrington001_LordsLadiesPageant2003_Soakies_StarlaCarrCollection_BqKC.jpg,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/lordbiskittcarrington001_lordsladiespageant2003_soakies_starlacarrcollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/lordbiskittcarrington001_lordsladiespageant2003_soakies_starlacarrcollection_bqkc_th.jpg,
starlacoll023,John Koop and unknown volunteer at Kansas City's Pride Parade,starla_carr_collection,ca.1993-2004,A volunteer and John Koop at an unknown year of Kansas City's Pride Parade.,John Koop; Kansas City’s Pride Parade,"Kansas City, MO",39.09985985,-94.58322563,"starla_carr_collection, {B/qKC}",JohnKoop,Image;StillImage,image/jpeg,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Gary Carrington, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at nasiranthonymontalvo@gmail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,image,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/JohnKoop_Flo_KC_PRIDE_StarlaCarrCollection_BqKC.jpeg,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/johnkoop_flo_kc_pride_starlacarrcollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/johnkoop_flo_kc_pride_starlacarrcollection_bqkc_th.jpg,
starlacoll024,Starla's friend Kim poses,starla_carr_collection,ca.2003,"Kim, a performer at ""Glamour’s Lifestyles of Lord and Ladies 2003"" Pageant, grins in a white blouse and denim jeans.",Kim; Glamour’s Lifestyles of Lords and Ladies; Soakie’s; Pageant,"Soakie's (Kansas City, MO)",39.09985985,-94.58322563,"starla_carr_collection, {B/qKC}",Kim001,Image;StillImage,image/jpeg,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Gary Carrington, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at nasiranthonymontalvo@gmail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,image,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/Kim001_Soakies_StarlaCarrCollection_BqKC.jpg,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/kim001_soakies_starlacarrcollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/kim001_soakies_starlacarrcollection_bqkc_th.jpg,
starlacoll025,"Kim competes at Glamour Lifestyle's ""Lord and Ladies Pageant""",starla_carr_collection,ca. 2003,"Competitor for the ""Lady"" category, Kim, performs in hot pink feathers at ""Glamour’s Lifestyles of Lord and Ladies 2003"" Pageant.",Kim; Glamour’s Lifestyles of Lords and Ladies; Soakie’s; Pageant,"Soakie's (Kansas City, MO)",39.09985985,-94.58322563,"starla_carr_collection, {B/qKC}",Kim002,Image;StillImage,image/jpeg,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Gary Carrington, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at nasiranthonymontalvo@gmail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,image,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/Kim002_LordsLadiesPageant2003_Soakies_StarlaCarrCollection_BqKC.jpg,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/kim002_lordsladiespageant2003_soakies_starlacarrcollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/kim002_lordsladiespageant2003_soakies_starlacarrcollection_bqkc_th.jpg,
starlacoll026,Mocha Collins performs at Soakie's,starla_carr_collection,ca.1993-2004,"Mocha Collins, a local entertainer, performs at Soakie's in a stark, black bodysuit. ",Mocha Collins; Soakie’s; Performance,"Soakie's (Kansas City, MO)",39.09985985,-94.58322563,"starla_carr_collection, {B/qKC}",MochaCollins001,Image;StillImage,image/jpeg,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Gary Carrington, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at nasiranthonymontalvo@gmail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,image,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/MochaCollins001_Soakies_StarlaCarrCollection_BqKC.jpeg,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/mochacollins001_soakies_starlacarrcollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/mochacollins001_soakies_starlacarrcollection_bqkc_th.jpg,
starlacoll027,Mocha Collins entertains the patrons of Soakie's,starla_carr_collection,ca.1993-2004,Mocha Collins entertains the patrons of Soakie's,Mocha Collins; Soakie’s,"Soakie's (Kansas City, MO)",39.09985985,-94.58322563,"starla_carr_collection, {B/qKC}",MochaCollins002,Image;StillImage,image/jpeg,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Gary Carrington, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at nasiranthonymontalvo@gmail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,image,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/MochaCollins002_Soakies_StarlaCarrCollection_BqKC.jpg,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/mochacollins002_soakies_starlacarrcollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/mochacollins002_soakies_starlacarrcollection_bqkc_th.jpg,
starlacoll028,Mocha Collins poses for the judges at Soakie's,starla_carr_collection,ca.2003,Mocha Collins poses in a patterned gown for the judges at Soakie's.,Mocha Collins; Soakie’s,"Soakie's (Kansas City, MO)",39.09985985,-94.58322563,"starla_carr_collection, {B/qKC}",MochaCollins003,Image;StillImage,image/jpeg,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Gary Carrington, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at nasiranthonymontalvo@gmail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,image,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/MochaCollins003_Soakies_StarlaCarrCollection_BqKC.jpeg,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/mochacollins003_soakies_starlacarrcollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/mochacollins003_soakies_starlacarrcollection_bqkc_th.jpg,
starlacoll029,Bad Ass Yellow Boy and Lady Kiesha embrace at a Valentine's Day weekend event in St. Louis,starla_carr_collection,ca.1993-2004,"Bad Ass Yellow Boy (left) and Lady Kiesha embrace during a Valentine’s Day weekend event in St. Louis, Missouri.","Bad Ass Yellow Boy; Lady Keisha; St. Louis, MO","St. Louis, MO",,,"starla_carr_collection, {B/qKC}",LadyKiesha,Image;StillImage,image/jpeg,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Gary Carrington, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at nasiranthonymontalvo@gmail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,image,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/LadyKiesha_Kev001_StLouis_StarlaCarrCollection_BqKC.jpg,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/ladykiesha_kev001_stlouis_starlacarrcollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/ladykiesha_kev001_stlouis_starlacarrcollection_bqkc_th.jpg,
